Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region/Game Code
12/13/2020 at 9:12:09 pm EST,Imposter,Loss,-,-,-,2,08m 19s,No,N/A,-,-,Europe / AHNVOF
12/13/2020 at 8:42:41 pm EST,Crewmate,Win,3,No,No,-,05m 46s,No,0,-,++,Europe / AHNVOF
12/13/2020 at 8:33:40 pm EST,Crewmate,Win,3,No,No,-,04m 32s,No,0,-,N/A,Europe / AHNVOF
12/13/2020 at 8:27:15 pm EST,Crewmate,Win,6,No,No,-,17m 02s,No,0,-,++,Europe / AHNVOF
12/13/2020 at 8:09:28 pm EST,Crewmate,Win,4,No,Yes,-,05m 51s,No,0,-,++,Europe / AHNVOF
12/13/2020 at 7:57:34 pm EST,Crewmate,Loss,4,No,Yes,-,03m 21s,No,0,-,N/A,Europe / AHNVOF
12/13/2020 at 7:49:14 pm EST,Crewmate,Loss,1,No,No,-,04m 57s,No,0,-,N/A,Europe / AHNVOF
12/13/2020 at 7:30:23 pm EST,Imposter,Win,-,-,-,3,05m 00s,No,N/A,-,+++,NA / BRHQGF
12/13/2020 at 7:23:59 pm EST,Crewmate,Win,7,Yes,No,-,13m 54s,No,0,12m 18s,++,NA / BRHQGF
12/13/2020 at 7:09:18 pm EST,Imposter,Win,-,-,-,3,09m 23s,No,N/A,-,+++,NA / BRHQGF
12/04/2020 at 7:26:51 pm EST,Crewmate,Win,7,Yes,Yes,-,21m 49s,No,1,14m 20s,++,NA / NRQIBF
12/01/2020 at 1:37:15 pm EST,Crewmate,Win,7,Yes,Yes,-,12m 26s,No,0,05m 25s,++,Europe / SADXGF
12/01/2020 at 1:20:23 pm EST,Crewmate,Win,7,Yes,No,-,14m 43s,No,0,10m 18s,++,Europe / SADXGF
12/01/2020 at 1:05:05 pm EST,Imposter,Loss,-,-,-,1,15m 19s,Yes,N/A,-,--,Europe / SADXGF
12/01/2020 at 12:48:49 pm EST,Crewmate,Win,2,No,No,-,05m 47s,No,0,-,++,Europe / SADXGF
12/01/2020 at 12:11:34 pm EST,Crewmate,Win,6,Yes,No,-,08m 14s,No,0,07m 30s,++,Europe / ILCFDF
11/30/2020 at 10:49:57 pm EST,Crewmate,Loss,8,Yes,Yes,-,23m 07s,No,2,06m 20s,--,NA / DOQJHF
11/30/2020 at 10:25:36 pm EST,Crewmate,Loss,8,Yes,Yes,-,15m 36s,No,0,06m 05s,--,NA / DOQJHF
11/30/2020 at 10:08:03 pm EST,Crewmate,Loss,7,No,No,-,16m 27s,No,0,-,---,NA / DOQJHF
11/30/2020 at 9:23:34 pm EST,Crewmate,Win,2,No,No,-,05m 08s,No,0,-,++,NA / DOQJHF
11/30/2020 at 9:16:39 pm EST,Crewmate,Win,8,Yes,No,-,10m 25s,No,1,05m 59s,++,NA / DOQJHF
11/30/2020 at 9:00:21 pm EST,Crewmate,Win,8,Yes,No,-,13m 45s,No,1,06m 17s,++,NA / DOQJHF
11/30/2020 at 8:19:06 pm EST,Imposter,Win,-,-,-,4,13m 35s,No,N/A,-,+++,NA / DOQJHF
11/30/2020 at 7:33:45 pm EST,Imposter,Win,-,-,-,3,12m 22s,No,N/A,-,+++,NA / WJFFHF
11/30/2020 at 7:20:52 pm EST,Crewmate,Win,8,Yes,Yes,-,20m 36s,No,0,06m 34s,++,NA / WJFFHF
11/30/2020 at 6:57:41 pm EST,Crewmate,Win,8,Yes,No,-,17m 32s,No,0,10m 09s,++,NA / WJFFHF
11/30/2020 at 6:38:04 pm EST,Imposter,Loss,-,-,-,3,18m 43s,No,N/A,-,-,NA / WJFFHF
11/30/2020 at 6:19:02 pm EST,Crewmate,Win,5,No,No,-,05m 22s,No,0,-,++,NA / WJFFHF
11/30/2020 at 5:48:45 pm EST,Crewmate,Win,8,Yes,Yes,-,20m 25s,No,0,15m 51s,++,NA / HEBKVF
11/30/2020 at 5:27:06 pm EST,Crewmate,Win,8,Yes,Yes,-,12m 34s,No,1,10m 54s,++,NA / HEBKVF
11/30/2020 at 5:10:13 pm EST,Crewmate,Win,8,Yes,Yes,-,17m 40s,No,1,12m 44s,++,NA / HEBKVF
11/30/2020 at 4:49:56 pm EST,Crewmate,Loss,8,Yes,Yes,-,20m 16s,No,0,11m 48s,--,NA / HEBKVF
11/27/2020 at 9:52:41 pm EST,Crewmate,Loss,8,Yes,Yes,-,13m 38s,No,0,05m 10s,--,Europe / ILAEVF
11/27/2020 at 9:37:38 pm EST,Crewmate,Loss,6,No,No,-,09m 58s,No,0,-,---,Europe / ILAEVF
11/27/2020 at 9:27:09 pm EST,Crewmate,Loss,8,Yes,No,-,06m 00s,No,0,05m 26s,--,Europe / ILAEVF
11/27/2020 at 9:16:55 pm EST,Crewmate,Loss,8,Yes,No,-,10m 46s,No,0,09m 53s,--,Europe / ILAEVF
11/27/2020 at 9:02:33 pm EST,Crewmate,Loss,8,Yes,No,-,15m 16s,No,0,11m 39s,--,Europe / UOOUCF
