Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region/Game Code
12/24/2020 at 12:04:31 pm EST,Imposter,Loss,-,-,-,2,04m 09s,No,N/A,-,N/A,NA / CKCUCF
12/24/2020 at 11:58:04 am EST,Crewmate,Win,3,No,Yes,-,03m 02s,No,0,-,N/A,NA / CKCUCF
12/24/2020 at 11:53:47 am EST,Crewmate,Win,2,No,Yes,-,00m 31s,No,0,-,N/A,NA / CKCUCF
12/24/2020 at 11:52:09 am EST,Crewmate,Loss,5,No,No,-,07m 55s,No,1,-,---,NA / CKCUCF
12/24/2020 at 11:42:51 am EST,Crewmate,Loss,1,No,No,-,04m 01s,No,0,-,N/A,NA / CKCUCF
12/24/2020 at 11:37:27 am EST,Crewmate,Loss,1,No,Yes,-,01m 52s,No,0,-,N/A,NA / CKCUCF
12/24/2020 at 11:34:11 am EST,Crewmate,Win,2,No,No,-,03m 32s,No,0,-,N/A,NA / CKCUCF
12/24/2020 at 11:28:23 am EST,Crewmate,Loss,4,No,Yes,-,06m 25s,No,0,-,---,NA / CKCUCF
12/24/2020 at 11:19:05 am EST,Imposter,Win,-,-,-,2,05m 18s,No,N/A,-,+++,NA / CKCUCF
12/24/2020 at 11:12:35 am EST,Imposter,Loss,-,-,-,1,04m 41s,No,N/A,-,N/A,NA / CKCUCF
12/24/2020 at 11:07:23 am EST,Imposter,Win,-,-,-,1,00m 39s,No,N/A,-,N/A,NA / CKCUCF
12/24/2020 at 11:05:32 am EST,Crewmate,Win,2,No,Yes,-,01m 57s,No,0,-,N/A,NA / CKCUCF
12/24/2020 at 11:03:05 am EST,Imposter,Win,-,-,-,1,00m 30s,No,N/A,-,N/A,NA / CKCUCF
12/23/2020 at 12:48:26 pm EST,Crewmate,Loss,4,No,No,-,03m 26s,No,0,03m 25s,N/A,NA / HDHFHF
12/23/2020 at 12:42:16 pm EST,Crewmate,Loss,3,No,No,-,04m 28s,Yes,0,-,N/A,NA / HDHFHF
12/23/2020 at 12:37:18 pm EST,Crewmate,Loss,4,No,Yes,-,04m 02s,No,0,01m 51s,N/A,NA / HDHFHF
12/20/2020 at 5:26:32 pm EST,Crewmate,Loss,0,No,No,-,02m 27s,No,0,-,N/A,NA / BNZPBF
12/20/2020 at 5:23:06 pm EST,Crewmate,Loss,4,No,Yes,-,05m 57s,No,0,05m 57s,--,NA / BNZPBF
12/20/2020 at 5:10:51 pm EST,Crewmate,Loss,1,No,No,-,02m 41s,No,0,-,N/A,NA / BNZPBF
12/20/2020 at 5:03:37 pm EST,Crewmate,Win,4,No,No,-,07m 21s,No,0,05m 20s,++,NA / BNZPBF
12/20/2020 at 4:55:58 pm EST,Crewmate,Win,2,No,No,-,04m 42s,No,0,-,N/A,NA / BNZPBF
12/20/2020 at 4:50:32 pm EST,Crewmate,Loss,0,No,No,-,02m 12s,No,1,-,N/A,NA / BNZPBF
12/20/2020 at 4:46:26 pm EST,Crewmate,Win,3,No,No,-,07m 36s,No,1,-,++,NA / BNZPBF
12/20/2020 at 4:38:04 pm EST,Crewmate,Win,4,No,No,-,07m 39s,No,2,07m 39s,++,NA / BNZPBF
12/20/2020 at 4:29:27 pm EST,Crewmate,Win,3,No,No,-,02m 52s,Yes,0,-,N/A,NA / BNZPBF
12/20/2020 at 4:22:06 pm EST,Crewmate,Loss,4,No,No,-,10m 45s,No,1,04m 38s,--,NA / BNZPBF
12/20/2020 at 4:09:35 pm EST,Imposter,Win,-,-,-,1,01m 51s,No,N/A,-,N/A,NA / BNZPBF
12/18/2020 at 12:35:44 pm EST,Crewmate,Loss,1,No,No,-,03m 34s,No,0,-,N/A,NA / IZYEDF
12/18/2020 at 12:31:05 pm EST,Imposter,Win,-,-,-,1,03m 02s,No,N/A,-,N/A,NA / IZYEDF
12/18/2020 at 12:26:31 pm EST,Crewmate,Win,1,No,No,-,03m 23s,No,0,-,N/A,NA / IZYEDF
12/18/2020 at 12:22:22 pm EST,Crewmate,Loss,0,No,No,-,02m 18s,No,0,-,N/A,NA / IZYEDF
12/17/2020 at 9:01:10 pm EST,Crewmate,Loss,2,No,Yes,-,04m 45s,No,0,-,N/A,NA / PCZXPQ
12/17/2020 at 8:41:34 pm EST,Crewmate,Loss,1,No,No,-,03m 23s,Yes,1,-,N/A,NA / VDTWCF
12/17/2020 at 8:37:09 pm EST,Imposter,Win,-,-,-,2,01m 50s,No,N/A,-,N/A,NA / UJVTRQ
12/17/2020 at 8:34:50 pm EST,Crewmate,Loss,0,No,Yes,-,00m 35s,No,0,-,N/A,NA / OKPFMF
12/17/2020 at 6:56:51 pm EST,Crewmate,Loss,1,No,Yes,-,03m 26s,No,0,-,N/A,NA / KIHBNF
12/17/2020 at 6:52:09 pm EST,Imposter,Win,-,-,-,2,02m 10s,No,N/A,-,N/A,NA / KIHBNF
12/17/2020 at 6:46:22 pm EST,Imposter,Win,-,-,-,2,02m 23s,No,N/A,-,N/A,NA / KIHBNF
12/17/2020 at 6:42:19 pm EST,Crewmate,Loss,1,No,Yes,-,00m 46s,No,0,-,N/A,NA / KIHBNF
12/17/2020 at 6:39:59 pm EST,Crewmate,Loss,1,No,Yes,-,03m 00s,No,1,-,N/A,NA / KIHBNF
12/17/2020 at 6:30:45 pm EST,Crewmate,Loss,5,Yes,Yes,-,04m 54s,No,1,04m 43s,N/A,NA / KIHBNF
12/17/2020 at 6:24:08 pm EST,Crewmate,Win,0,No,Yes,-,01m 58s,No,0,-,N/A,NA / KIHBNF
12/17/2020 at 6:21:18 pm EST,Imposter,Loss,-,-,-,1,01m 07s,No,N/A,-,N/A,NA / KIHBNF
12/17/2020 at 6:16:45 pm EST,Crewmate,Loss,5,Yes,Yes,-,08m 14s,No,0,08m 02s,--,NA / KIHBNF
12/17/2020 at 6:05:39 pm EST,Crewmate,Win,1,No,No,-,02m 01s,No,0,-,N/A,NA / KIHBNF
12/17/2020 at 5:54:55 pm EST,Imposter,Loss,-,-,-,1,01m 41s,No,N/A,-,N/A,NA / KIHBNF
12/17/2020 at 5:49:11 pm EST,Crewmate,Loss,0,No,No,-,02m 38s,No,1,-,N/A,NA / KIHBNF
12/17/2020 at 2:36:33 pm EST,Imposter,Win,-,-,-,0,04m 57s,No,N/A,-,N/A,NA / NKVJTQ
12/17/2020 at 2:20:02 pm EST,Crewmate,Loss,3,No,Yes,-,03m 02s,No,0,-,N/A,NA / XERRWQ
12/16/2020 at 11:58:01 am EST,Crewmate,Loss,1,No,Yes,-,01m 40s,No,0,-,N/A,NA / VNUPXQ
12/16/2020 at 11:55:57 am EST,Crewmate,Loss,4,No,Yes,-,07m 41s,No,2,07m 40s,--,NA / VNUPXQ
12/16/2020 at 11:47:46 am EST,Imposter,Loss,-,-,-,1,04m 36s,No,N/A,-,N/A,NA / VNUPXQ
12/16/2020 at 11:42:56 am EST,Crewmate,Win,4,No,Yes,-,05m 22s,No,1,02m 30s,++,NA / VNUPXQ
12/16/2020 at 11:37:04 am EST,Crewmate,Win,4,No,No,-,07m 14s,No,0,07m 14s,++,NA / VNUPXQ
12/16/2020 at 11:28:55 am EST,Crewmate,Win,4,No,No,-,03m 23s,No,2,-,N/A,NA / FABLFF
12/15/2020 at 10:19:35 pm EST,Crewmate,Win,4,No,Yes,-,06m 35s,No,0,-,++,NA / ZBRGWQ
12/15/2020 at 10:12:21 pm EST,Imposter,Loss,-,-,-,3,06m 59s,No,N/A,-,-,NA / ZBRGWQ
12/15/2020 at 10:04:11 pm EST,Crewmate,Win,6,Yes,Yes,-,08m 16s,No,0,05m 58s,++,NA / ZBRGWQ
12/15/2020 at 9:55:20 pm EST,Crewmate,Loss,2,No,Yes,-,07m 10s,No,0,-,---,NA / ZBRGWQ
12/15/2020 at 9:47:12 pm EST,Crewmate,Win,6,Yes,No,-,07m 09s,No,0,07m 08s,++,NA / ZBRGWQ
12/15/2020 at 8:37:02 pm EST,Crewmate,Loss,5,Yes,Yes,-,11m 05s,No,0,05m 20s,--,NA / CYDTTQ
12/15/2020 at 8:25:21 pm EST,Imposter,Loss,-,-,-,3,06m 26s,Yes,N/A,-,-,NA / CYDTTQ
12/15/2020 at 8:17:47 pm EST,Crewmate,Loss,5,Yes,Yes,-,04m 45s,No,0,04m 44s,N/A,NA / IGQAXQ
12/15/2020 at 8:12:27 pm EST,Crewmate,Win,1,No,No,-,02m 06s,No,0,-,N/A,NA / RUJJGF
