Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region/Game Code
12/13/2020 at 1:46:30 am EST,Crewmate,Win,4,No,Yes,-,07m 29s,No,2,-,++,NA / DBDIJF
12/13/2020 at 1:37:06 am EST,Crewmate,Loss,8,Yes,Yes,-,08m 24s,No,1,05m 54s,--,NA / DBDIJF
12/13/2020 at 1:22:51 am EST,Imposter,Loss,-,-,-,1,14m 26s,No,N/A,-,--,NA / KJYCCF
12/13/2020 at 12:57:45 am EST,Crewmate,Win,5,No,No,-,09m 25s,No,1,-,++,NA / HZAUGF
12/13/2020 at 12:47:41 am EST,Crewmate,Win,9,Yes,Yes,-,15m 41s,No,0,11m 42s,++,NA / HZAUGF
12/12/2020 at 9:08:08 pm EST,Imposter,Loss,-,-,-,3,21m 05s,Yes,N/A,-,-,NA / JDVNCF
12/12/2020 at 8:45:09 pm EST,Crewmate,Win,7,Yes,No,-,12m 34s,No,1,11m 07s,++,NA / JDVNCF
12/12/2020 at 7:27:56 pm EST,Imposter,Win,-,-,-,2,04m 07s,No,N/A,-,N/A,NA / KMHWCF
12/12/2020 at 7:22:17 pm EST,Crewmate,Loss,7,Yes,No,-,16m 02s,No,1,08m 06s,--,NA / KMHWCF
12/12/2020 at 7:04:19 pm EST,Crewmate,Loss,6,No,No,-,10m 29s,Yes,0,-,---,NA / OTMOHF
12/07/2020 at 7:49:19 pm EST,Crewmate,Loss,3,No,No,-,08m 00s,Yes,0,-,---,NA / PJBMVF
12/07/2020 at 7:38:42 pm EST,Imposter,Loss,-,-,-,2,11m 53s,Yes,N/A,-,-,NA / PJBMVF
12/07/2020 at 7:24:21 pm EST,Crewmate,Loss,7,Yes,No,-,11m 07s,No,0,07m 34s,--,NA / XXHOVF
12/07/2020 at 5:57:28 pm EST,Crewmate,Loss,2,No,No,-,05m 02s,No,1,-,---,NA / PAJDHF
12/07/2020 at 5:52:10 pm EST,Crewmate,Win,5,No,Yes,-,05m 19s,No,0,-,++,NA / PAJDHF
12/06/2020 at 9:34:17 pm EST,Crewmate,Win,4,No,No,-,12m 28s,No,1,-,++,NA / ZQVGNF
12/06/2020 at 8:53:12 pm EST,Imposter,Win,-,-,-,1,04m 38s,No,N/A,-,N/A,NA / ZQVGNF
12/06/2020 at 8:43:25 pm EST,Imposter,Loss,-,-,-,1,08m 58s,No,N/A,-,--,NA / OFJUIF
12/06/2020 at 8:32:20 pm EST,Imposter,Loss,-,-,-,3,13m 42s,Yes,N/A,-,-,NA / UFWSBF
12/06/2020 at 8:16:04 pm EST,Crewmate,Win,7,Yes,No,-,14m 51s,No,1,08m 55s,++,NA / UFWSBF
12/06/2020 at 8:00:17 pm EST,Imposter,Loss,-,-,-,1,12m 35s,No,N/A,-,--,NA / AUYZIF
12/06/2020 at 6:11:03 pm EST,Imposter,Win,-,-,-,2,08m 03s,No,N/A,-,+++,NA / DNWQDF
12/06/2020 at 4:28:12 pm EST,Crewmate,Win,8,Yes,Yes,-,13m 40s,No,1,08m 00s,++,NA / YNVBHF
