Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region/Game Code
12/24/2020 at 3:43:29 pm EST,Crewmate,Win,7,No,Yes,-,14m 40s,No,1,-,++,NA / ODOLGF
12/24/2020 at 3:26:54 pm EST,Crewmate,Win,5,No,No,-,04m 40s,No,0,-,N/A,NA / ODOLGF
12/24/2020 at 3:19:01 pm EST,Crewmate,Win,8,Yes,Yes,-,15m 54s,No,0,10m 28s,++,NA / ODOLGF
12/24/2020 at 3:02:52 pm EST,Crewmate,Win,8,Yes,Yes,-,20m 27s,No,0,14m 51s,++,NA / ODOLGF
12/24/2020 at 2:36:59 pm EST,Crewmate,Win,7,Yes,Yes,-,12m 28s,No,1,08m 21s,++,NA / SGHWCF
12/24/2020 at 2:21:01 pm EST,Crewmate,Win,6,Yes,Yes,-,11m 04s,No,0,07m 00s,++,NA / RBAUGF
12/24/2020 at 2:07:45 pm EST,Imposter,Win,-,-,-,4,07m 17s,No,N/A,-,+++,NA / RBAUGF
12/24/2020 at 1:59:08 pm EST,Imposter,Loss,-,-,-,1,12m 16s,Yes,N/A,-,--,NA / RBAUGF
12/23/2020 at 10:23:38 pm EST,Crewmate,Loss,5,No,No,-,13m 39s,No,2,-,---,NA / ZAJRIF
12/23/2020 at 10:23:38 pm EST,Crewmate,Loss,5,No,No,-,13m 40s,No,2,-,---,NA / ZAJRIF
12/23/2020 at 10:08:16 pm EST,Crewmate,Loss,8,Yes,Yes,-,13m 01s,No,0,04m 44s,--,NA / ZAJRIF
12/23/2020 at 10:08:16 pm EST,Crewmate,Loss,8,Yes,Yes,-,13m 01s,No,0,04m 44s,--,NA / ZAJRIF
12/23/2020 at 9:52:36 pm EST,Imposter,Loss,-,-,-,3,12m 00s,No,N/A,-,-,NA / KYXYVF
12/23/2020 at 9:52:35 pm EST,Imposter,Loss,-,-,-,3,12m 00s,No,N/A,-,-,NA / KYXYVF
12/23/2020 at 9:40:12 pm EST,Crewmate,Win,7,Yes,Yes,-,06m 34s,No,0,06m 33s,++,NA / KYXYVF
12/23/2020 at 9:40:11 pm EST,Crewmate,Win,7,Yes,Yes,-,06m 34s,No,0,06m 33s,++,NA / KYXYVF
12/23/2020 at 9:29:52 pm EST,Crewmate,Win,7,Yes,Yes,-,10m 39s,No,1,05m 44s,++,NA / KYXYVF
12/23/2020 at 9:29:52 pm EST,Crewmate,Win,7,Yes,Yes,-,10m 38s,No,1,05m 43s,++,NA / KYXYVF
12/23/2020 at 9:14:31 pm EST,Crewmate,Loss,7,Yes,No,-,21m 46s,No,3,04m 12s,--,NA / KYXYVF
12/23/2020 at 9:14:31 pm EST,Crewmate,Loss,7,Yes,No,-,21m 45s,No,3,04m 12s,--,NA / KYXYVF
12/23/2020 at 8:46:29 pm EST,Imposter,Loss,-,-,-,2,09m 56s,No,N/A,-,-,NA / KYXYVF
12/23/2020 at 8:46:29 pm EST,Imposter,Loss,-,-,-,2,09m 56s,No,N/A,-,-,NA / KYXYVF
12/23/2020 at 8:35:46 pm EST,Crewmate,Win,6,No,No,-,08m 00s,No,0,-,++,NA / KYXYVF
12/23/2020 at 8:35:46 pm EST,Crewmate,Win,6,No,No,-,08m 00s,No,0,-,++,NA / KYXYVF
12/23/2020 at 8:25:46 pm EST,Crewmate,Loss,7,Yes,Yes,-,14m 34s,No,0,04m 36s,--,NA / KYXYVF
12/23/2020 at 8:25:46 pm EST,Crewmate,Loss,7,Yes,Yes,-,14m 34s,No,0,04m 36s,--,NA / KYXYVF
12/23/2020 at 8:09:59 pm EST,Crewmate,Loss,5,No,Yes,-,06m 46s,No,0,-,---,NA / KYXYVF
12/23/2020 at 8:09:58 pm EST,Crewmate,Loss,5,No,Yes,-,06m 45s,No,0,-,---,NA / KYXYVF
12/23/2020 at 8:02:07 pm EST,Crewmate,Win,3,No,No,-,01m 59s,No,0,-,N/A,NA / KYXYVF
12/23/2020 at 8:02:07 pm EST,Crewmate,Win,3,No,No,-,02m 00s,No,0,-,N/A,NA / KYXYVF
12/23/2020 at 7:58:40 pm EST,Crewmate,Win,7,Yes,Yes,-,12m 21s,No,1,07m 41s,++,NA / KYXYVF
12/23/2020 at 7:58:40 pm EST,Crewmate,Win,7,Yes,Yes,-,12m 22s,No,1,07m 42s,++,NA / KYXYVF
12/23/2020 at 7:37:30 pm EST,Imposter,Win,-,-,-,2,07m 29s,No,N/A,-,+++,NA / KYXYVF
12/23/2020 at 7:37:30 pm EST,Imposter,Win,-,-,-,2,07m 29s,No,N/A,-,+++,NA / KYXYVF
12/23/2020 at 7:29:13 pm EST,Crewmate,Win,7,Yes,Yes,-,15m 43s,No,0,12m 50s,++,NA / KYXYVF
12/23/2020 at 7:29:13 pm EST,Crewmate,Win,7,Yes,Yes,-,15m 43s,No,0,12m 50s,++,NA / KYXYVF
12/23/2020 at 7:05:46 pm EST,Crewmate,Win,7,Yes,No,-,08m 49s,No,0,04m 30s,++,NA / KQQBGF
12/23/2020 at 6:49:54 pm EST,Crewmate,Win,5,No,No,-,05m 48s,No,0,-,++,NA / NAURUF
