Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region/Game Code
01/01/2021 at 8:19:02 pm EST,Crewmate,Loss,1,No,Yes,-,08m 03s,No,0,-,---,NA / DJDSGF
01/01/2021 at 8:01:07 pm EST,Crewmate,Win,8,Yes,No,-,13m 59s,No,0,06m 43s,++,NA / DJDSGF
12/07/2020 at 10:24:15 pm EST,Crewmate,Loss,5,No,No,-,05m 01s,No,1,-,---,NA / XVMZZF
12/07/2020 at 10:18:23 pm EST,Crewmate,Loss,6,No,No,-,07m 48s,No,1,-,---,NA / XVMZZF
12/07/2020 at 10:09:31 pm EST,Crewmate,Win,3,No,No,-,03m 31s,No,0,-,N/A,NA / XVMZZF
12/07/2020 at 10:04:48 pm EST,Imposter,Win,-,-,-,2,05m 27s,No,N/A,-,+++,NA / XVMZZF
12/07/2020 at 9:56:46 pm EST,Crewmate,Loss,7,Yes,Yes,-,11m 49s,No,1,08m 17s,--,NA / IKBYZF
12/07/2020 at 9:24:06 pm EST,Crewmate,Win,8,Yes,No,-,24m 40s,No,0,09m 39s,++,NA / ITURDF
12/07/2020 at 8:58:38 pm EST,Crewmate,Win,8,Yes,Yes,-,10m 34s,No,0,08m 37s,++,NA / ITURDF
12/07/2020 at 8:41:00 pm EST,Crewmate,Win,4,No,Yes,-,07m 41s,No,0,-,++,NA / ITURDF
12/07/2020 at 8:30:55 pm EST,Crewmate,Win,8,Yes,Yes,-,17m 58s,No,0,17m 58s,++,NA / ITURDF
12/07/2020 at 8:12:13 pm EST,Crewmate,Win,5,No,Yes,-,17m 56s,No,0,-,++,NA / ITURDF
12/06/2020 at 6:00:08 pm EST,Crewmate,Loss,4,No,Yes,-,16m 00s,No,0,-,---,Europe / DSYWJF
12/06/2020 at 5:42:26 pm EST,Crewmate,Win,2,No,No,-,04m 15s,No,0,-,N/A,Europe / DSYWJF
12/06/2020 at 5:34:55 pm EST,Crewmate,Win,8,Yes,No,-,20m 10s,No,2,15m 19s,++,Europe / DSYWJF
