Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region/Game Code
12/25/2020 at 9:18:14 pm EST,Crewmate,Loss,8,Yes,No,-,09m 36s,Yes,0,06m 46s,--,Europe / BKINIF
12/25/2020 at 9:07:12 pm EST,Imposter,Loss,-,-,-,1,11m 25s,Yes,N/A,-,--,Europe / BKINIF
12/25/2020 at 8:54:11 pm EST,Crewmate,Loss,4,No,No,-,09m 34s,Yes,0,-,---,Europe / BKINIF
12/25/2020 at 8:44:21 pm EST,Crewmate,Win,6,No,Yes,-,07m 30s,No,0,-,++,Europe / BKINIF
12/25/2020 at 8:34:38 pm EST,Crewmate,Loss,5,No,Yes,-,20m 22s,No,3,-,---,Europe / BKINIF
12/25/2020 at 8:10:46 pm EST,Imposter,Win,-,-,-,2,16m 19s,Yes,N/A,-,+++,Europe / BKINIF
12/25/2020 at 7:50:19 pm EST,Imposter,Loss,-,-,-,1,07m 34s,No,N/A,-,--,Europe / OIQBDF
12/25/2020 at 7:42:14 pm EST,Crewmate,Win,7,No,No,-,10m 52s,No,1,-,++,Europe / OIQBDF
12/25/2020 at 7:29:05 pm EST,Crewmate,Loss,8,Yes,Yes,-,11m 20s,No,1,07m 52s,--,Europe / OIQBDF
12/25/2020 at 7:17:23 pm EST,Crewmate,Win,8,Yes,Yes,-,25m 28s,No,0,18m 26s,++,Europe / OIQBDF
12/23/2020 at 7:56:31 am EST,Crewmate,Loss,7,Yes,Yes,-,09m 07s,No,0,06m 10s,--,Europe / GDDIUF
12/23/2020 at 7:44:05 am EST,Crewmate,Win,7,Yes,Yes,-,09m 30s,No,0,04m 49s,++,Europe / GDDIUF
12/23/2020 at 7:31:11 am EST,Crewmate,Loss,7,Yes,No,-,11m 40s,No,0,08m 30s,--,Europe / GDDIUF
12/23/2020 at 7:18:25 am EST,Crewmate,Win,7,Yes,No,-,12m 44s,No,1,10m 35s,++,Europe / GDDIUF
12/23/2020 at 7:03:52 am EST,Crewmate,Win,6,No,No,-,12m 58s,No,1,-,++,Europe / GDDIUF
12/22/2020 at 4:18:05 pm EST,Crewmate,Win,6,No,No,-,07m 03s,No,0,-,++,Europe / NMCIQQ
12/22/2020 at 4:09:27 pm EST,Crewmate,Loss,5,No,Yes,-,11m 06s,No,0,-,---,Europe / NMCIQQ
12/22/2020 at 3:35:11 pm EST,Crewmate,Loss,2,No,No,-,09m 56s,No,1,-,---,Europe / NMCIQQ
12/22/2020 at 3:24:26 pm EST,Crewmate,Win,3,No,No,-,03m 02s,No,0,-,N/A,Europe / NMCIQQ
12/22/2020 at 3:16:20 pm EST,Crewmate,Win,4,No,No,-,12m 21s,No,1,-,++,Europe / NMCIQQ
12/22/2020 at 2:58:21 pm EST,Crewmate,Loss,3,No,Yes,-,08m 38s,No,2,-,---,Europe / NMCIQQ
12/22/2020 at 2:48:47 pm EST,Crewmate,Win,7,Yes,Yes,-,11m 08s,No,1,08m 35s,++,Europe / NMCIQQ
12/22/2020 at 2:34:47 pm EST,Crewmate,Loss,7,Yes,Yes,-,14m 25s,No,0,04m 34s,--,Europe / NMCIQQ
12/22/2020 at 2:17:31 pm EST,Crewmate,Win,7,Yes,No,-,16m 13s,No,0,13m 54s,++,Europe / NMCIQQ
12/22/2020 at 2:00:53 pm EST,Crewmate,Loss,7,Yes,Yes,-,15m 51s,No,1,01m 55s,--,Europe / NMCIQQ
12/22/2020 at 1:41:34 pm EST,Crewmate,Win,7,Yes,No,-,11m 33s,No,1,04m 23s,++,Europe / NMCIQQ
12/22/2020 at 1:28:17 pm EST,Crewmate,Loss,6,No,No,-,08m 07s,No,0,-,---,Europe / NMCIQQ
12/22/2020 at 1:16:00 pm EST,Crewmate,Win,7,Yes,No,-,16m 48s,No,1,16m 46s,++,Europe / NMCIQQ
12/22/2020 at 12:53:26 pm EST,Imposter,Win,-,-,-,1,03m 56s,No,N/A,-,N/A,Europe / NMCIQQ
12/22/2020 at 12:43:40 pm EST,Imposter,Win,-,-,-,2,09m 15s,No,N/A,-,+++,Europe / NMCIQQ
