Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region/Game Code
12/13/2020 at 10:29:43 pm EST,Crewmate,Win,7,Yes,Yes,-,13m 13s,No,1,10m 05s,++,NA / GFAXDF
12/13/2020 at 10:15:57 pm EST,Imposter,Loss,-,-,-,3,08m 38s,No,N/A,-,-,NA / GFAXDF
12/13/2020 at 10:06:47 pm EST,Imposter,Win,-,-,-,3,07m 30s,No,N/A,-,+++,NA / GFAXDF
12/13/2020 at 9:58:19 pm EST,Crewmate,Loss,7,Yes,Yes,-,18m 19s,No,0,07m 13s,--,NA / GFAXDF
12/13/2020 at 9:39:06 pm EST,Crewmate,Win,6,Yes,Yes,-,10m 42s,No,0,05m 07s,++,NA / GFAXDF
12/13/2020 at 9:27:22 pm EST,Crewmate,Win,3,No,No,-,05m 11s,No,1,-,++,NA / GFAXDF
12/13/2020 at 9:21:13 pm EST,Crewmate,Loss,5,No,Yes,-,04m 58s,No,0,-,N/A,NA / GFAXDF
12/13/2020 at 9:15:58 pm EST,Imposter,Loss,-,-,-,0,03m 37s,Yes,N/A,-,N/A,NA / GFAXDF
12/13/2020 at 9:10:07 pm EST,Crewmate,Win,1,No,Yes,-,01m 19s,No,0,-,N/A,NA / GFAXDF
12/10/2020 at 8:40:32 pm EST,Crewmate,Loss,3,No,Yes,-,02m 11s,No,0,02m 05s,N/A,NA / PRPOXQ
12/09/2020 at 9:46:25 pm EST,Crewmate,Win,7,Yes,Yes,-,09m 29s,No,0,06m 56s,++,NA / LDTHVF
12/09/2020 at 9:36:27 pm EST,Crewmate,Loss,6,No,Yes,-,03m 07s,No,0,-,N/A,NA / LDTHVF
12/09/2020 at 9:32:37 pm EST,Imposter,Loss,-,-,-,3,11m 40s,Yes,N/A,-,-,NA / LDTHVF
12/09/2020 at 9:19:49 pm EST,Imposter,Win,-,-,-,4,09m 47s,No,N/A,-,+++,NA / LDTHVF
12/08/2020 at 11:36:19 pm EST,Crewmate,Loss,2,No,No,-,10m 32s,No,2,-,---,NA / DTPRHF
12/08/2020 at 11:25:03 pm EST,Crewmate,Win,1,No,Yes,-,03m 58s,No,0,-,N/A,NA / DTPRHF
12/08/2020 at 11:20:29 pm EST,Imposter,Win,-,-,-,2,08m 46s,No,N/A,-,+++,NA / DTPRHF
12/08/2020 at 11:11:07 pm EST,Crewmate,Loss,3,No,No,-,04m 07s,Yes,0,-,N/A,NA / DTPRHF
12/08/2020 at 11:06:27 pm EST,Crewmate,Loss,5,No,No,-,05m 31s,No,1,-,---,NA / DTPRHF
12/08/2020 at 10:49:55 pm EST,Imposter,Win,-,-,-,2,08m 00s,No,N/A,-,+++,NA / DTPRHF
12/08/2020 at 10:41:18 pm EST,Crewmate,Win,2,No,No,-,07m 06s,No,0,-,++,NA / DTPRHF
12/07/2020 at 10:24:19 pm EST,Crewmate,Loss,5,No,Yes,-,05m 00s,No,1,-,---,NA / XVMZZF
12/07/2020 at 10:18:28 pm EST,Imposter,Win,-,-,-,2,07m 48s,No,N/A,-,+++,NA / XVMZZF
12/07/2020 at 10:09:36 pm EST,Crewmate,Win,4,No,Yes,-,03m 31s,No,0,-,N/A,NA / XVMZZF
12/07/2020 at 10:04:53 pm EST,Crewmate,Loss,5,No,Yes,-,05m 27s,No,1,-,---,NA / XVMZZF
12/07/2020 at 9:56:50 pm EST,Imposter,Win,-,-,-,3,11m 49s,No,N/A,-,+++,NA / IKBYZF
12/07/2020 at 9:43:56 pm EST,Crewmate,Win,7,Yes,No,-,13m 50s,No,1,07m 59s,++,NA / IKBYZF
12/07/2020 at 9:29:39 pm EST,Crewmate,Win,7,Yes,Yes,-,13m 15s,No,2,11m 18s,++,NA / IKBYZF
12/07/2020 at 9:15:10 pm EST,Crewmate,Win,6,No,No,-,06m 24s,No,0,-,++,NA / IKBYZF
12/07/2020 at 9:06:33 pm EST,Crewmate,Win,5,No,Yes,-,07m 49s,No,1,-,++,NA / IKBYZF
12/05/2020 at 9:56:58 pm EST,Crewmate,Loss,8,Yes,Yes,-,12m 23s,No,3,07m 25s,--,NA / KIZNKF
