Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region/Game Code
12/13/2020 at 1:26:56 am EST,Crewmate,Win,3,No,Yes,-,07m 04s,No,2,-,++,NA / WYMSBF
12/13/2020 at 1:17:42 am EST,Crewmate,Loss,7,Yes,No,-,16m 21s,No,1,09m 48s,--,NA / WYMSBF
12/13/2020 at 12:57:47 am EST,Crewmate,Win,3,No,No,-,11m 33s,No,0,-,++,NA / WYMSBF
12/13/2020 at 12:41:55 am EST,Imposter,Win,-,-,-,2,08m 05s,No,N/A,-,+++,Europe / QIRTNF
12/13/2020 at 12:30:37 am EST,Crewmate,Loss,4,No,No,-,05m 10s,No,0,-,---,Europe / QIRTNF
12/13/2020 at 12:24:20 am EST,Crewmate,Loss,7,Yes,Yes,-,16m 22s,No,0,12m 16s,--,Europe / QIRTNF
12/13/2020 at 12:00:39 am EST,Crewmate,Loss,8,Yes,Yes,-,21m 41s,No,1,18m 38s,--,Europe / MTKPVF
12/11/2020 at 4:15:08 pm EST,Crewmate,Win,8,Yes,No,-,18m 43s,Yes,0,07m 48s,++,Europe / BFRJCF
12/11/2020 at 3:49:33 pm EST,Crewmate,Win,7,Yes,Yes,-,13m 15s,No,0,13m 15s,++,Europe / BFRJCF
12/11/2020 at 3:30:36 pm EST,Crewmate,Loss,7,Yes,Yes,-,12m 43s,No,0,12m 43s,--,Europe / BFRJCF
12/11/2020 at 3:10:58 pm EST,Crewmate,Win,4,No,Yes,-,11m 00s,No,0,-,++,Europe / BFRJCF
12/11/2020 at 2:53:28 pm EST,Crewmate,Win,7,Yes,No,-,17m 43s,No,0,11m 59s,++,Europe / BFRJCF
12/11/2020 at 2:20:38 pm EST,Crewmate,Loss,6,No,Yes,-,13m 46s,No,0,-,---,Europe / ONSJWQ
12/11/2020 at 2:04:26 pm EST,Imposter,Loss,-,-,-,3,15m 52s,Yes,N/A,-,-,Europe / ONSJWQ
12/11/2020 at 1:46:30 pm EST,Crewmate,Win,7,Yes,Yes,-,18m 54s,No,1,11m 09s,++,Europe / ONSJWQ
12/11/2020 at 2:09:32 am EST,Crewmate,Loss,7,Yes,Yes,-,08m 00s,No,0,01m 41s,--,NA / EYNONF
12/11/2020 at 2:00:26 am EST,Crewmate,Win,7,Yes,Yes,-,18m 06s,No,0,09m 34s,++,NA / EYNONF
12/11/2020 at 1:26:11 am EST,Crewmate,Win,7,Yes,Yes,-,12m 58s,No,1,09m 03s,++,NA / EYNONF
12/11/2020 at 1:03:05 am EST,Crewmate,Win,7,Yes,Yes,-,14m 57s,No,0,14m 50s,++,NA / EYNONF
12/11/2020 at 12:45:34 am EST,Crewmate,Loss,7,Yes,Yes,-,11m 03s,No,0,10m 34s,--,NA / EYNONF
12/11/2020 at 12:29:51 am EST,Crewmate,Loss,2,No,Yes,-,14m 43s,No,0,-,---,NA / EYNONF
12/11/2020 at 12:09:02 am EST,Crewmate,Loss,3,No,Yes,-,08m 34s,No,1,-,---,NA / EYNONF
12/10/2020 at 11:59:38 pm EST,Crewmate,Loss,8,Yes,No,-,05m 32s,No,0,05m 32s,--,NA / EYNONF
12/10/2020 at 11:50:32 pm EST,Crewmate,Win,8,Yes,Yes,-,16m 44s,No,0,14m 45s,++,NA / EYNONF
12/10/2020 at 11:31:47 pm EST,Crewmate,Loss,8,Yes,Yes,-,09m 11s,No,1,08m 29s,--,NA / EYNONF
12/10/2020 at 11:21:16 pm EST,Crewmate,Loss,8,Yes,Yes,-,14m 50s,No,0,05m 56s,--,NA / EYNONF
12/10/2020 at 11:03:55 pm EST,Crewmate,Loss,8,Yes,Yes,-,17m 49s,No,0,17m 12s,--,NA / EYNONF
12/10/2020 at 10:41:43 pm EST,Imposter,Loss,-,-,-,2,18m 01s,No,N/A,-,-,NA / EYNONF
12/10/2020 at 10:22:09 pm EST,Crewmate,Win,8,Yes,Yes,-,11m 50s,No,1,06m 00s,++,NA / EYNONF
12/10/2020 at 12:44:53 am EST,Crewmate,Win,5,Yes,No,-,09m 26s,No,2,08m 16s,++,Europe / KTQRWQ
12/10/2020 at 12:34:34 am EST,Crewmate,Win,1,No,No,-,03m 08s,No,1,-,N/A,Europe / KTQRWQ
12/10/2020 at 12:30:51 am EST,Imposter,Loss,-,-,-,1,02m 35s,Yes,N/A,-,N/A,Europe / KTQRWQ
