Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region/Game Code
12/12/2020 at 11:36:50 pm EST,Crewmate,Win,4,No,No,-,01m 42s,No,0,01m 41s,N/A,NA / LZNNIF
12/12/2020 at 11:34:45 pm EST,Crewmate,Win,4,No,No,-,01m 54s,No,0,01m 30s,N/A,NA / LZNNIF
12/12/2020 at 11:32:28 pm EST,Crewmate,Win,4,No,No,-,01m 37s,No,0,01m 16s,N/A,NA / LZNNIF
12/12/2020 at 11:30:21 pm EST,Crewmate,Loss,4,No,Yes,-,02m 41s,No,0,01m 09s,N/A,NA / LZNNIF
12/12/2020 at 11:27:22 pm EST,Crewmate,Win,4,No,No,-,02m 14s,No,1,01m 28s,N/A,NA / LZNNIF
12/12/2020 at 11:24:46 pm EST,Crewmate,Win,4,No,Yes,-,01m 55s,No,0,01m 16s,N/A,NA / LZNNIF
12/12/2020 at 11:22:22 pm EST,Crewmate,Win,4,No,Yes,-,02m 07s,No,0,01m 19s,N/A,NA / LZNNIF
12/12/2020 at 11:19:39 pm EST,Crewmate,Loss,4,No,Yes,-,02m 31s,No,0,01m 12s,N/A,NA / LZNNIF
12/12/2020 at 11:16:47 pm EST,Crewmate,Loss,4,No,Yes,-,02m 33s,No,0,01m 44s,N/A,NA / LZNNIF
12/12/2020 at 11:13:37 pm EST,Crewmate,Win,4,No,No,-,01m 41s,No,0,00m 41s,N/A,NA / LZNNIF
12/12/2020 at 11:11:09 pm EST,Crewmate,Win,4,No,No,-,02m 14s,No,0,01m 04s,N/A,NA / LZNNIF
12/12/2020 at 10:55:18 pm EST,Crewmate,Loss,0,No,Yes,-,02m 56s,No,0,-,N/A,NA / LZNNIF
12/12/2020 at 10:51:36 pm EST,Crewmate,Loss,1,No,Yes,-,03m 49s,No,0,-,N/A,NA / LZNNIF
12/12/2020 at 10:47:02 pm EST,Crewmate,Loss,5,Yes,No,-,05m 26s,Yes,0,04m 07s,--,NA / LZNNIF
12/12/2020 at 10:39:12 pm EST,Crewmate,Win,3,No,No,-,05m 43s,No,2,-,++,NA / GNZLNF
12/12/2020 at 10:28:37 pm EST,Crewmate,Win,3,No,Yes,-,07m 14s,No,0,-,++,NA / GNZLNF
12/12/2020 at 10:20:08 pm EST,Crewmate,Loss,3,No,Yes,-,05m 28s,No,1,-,---,NA / GNZLNF
12/12/2020 at 10:12:26 pm EST,Imposter,Loss,-,-,-,2,05m 45s,Yes,N/A,-,-,NA / GNZLNF
12/12/2020 at 10:04:43 pm EST,Crewmate,Win,5,Yes,Yes,-,10m 08s,No,0,05m 01s,++,NA / GNZLNF
12/12/2020 at 9:52:55 pm EST,Crewmate,Win,5,Yes,Yes,-,10m 24s,No,2,09m 43s,++,NA / GNZLNF
12/12/2020 at 12:56:47 am EST,Crewmate,Loss,0,No,No,-,04m 14s,Yes,0,-,N/A,NA / GHEEJF
12/12/2020 at 12:50:47 am EST,Crewmate,Loss,2,No,Yes,-,01m 10s,No,0,-,N/A,NA / GHEEJF
12/12/2020 at 12:42:31 am EST,Crewmate,Win,2,No,No,-,05m 47s,No,0,-,++,NA / GHEEJF
12/12/2020 at 12:35:54 am EST,Crewmate,Win,2,No,No,-,03m 21s,No,0,-,N/A,NA / GHEEJF
12/12/2020 at 12:27:22 am EST,Crewmate,Loss,6,No,No,-,10m 38s,No,0,-,---,NA / DJTIHF
12/12/2020 at 12:10:33 am EST,Crewmate,Loss,7,No,No,-,19m 14s,No,1,-,---,NA / DJTIHF
12/11/2020 at 11:47:21 pm EST,Crewmate,Loss,5,No,Yes,-,14m 44s,No,0,-,---,NA / EHWMJF
12/11/2020 at 11:28:42 pm EST,Crewmate,Win,7,Yes,Yes,-,11m 34s,No,1,06m 48s,++,NA / EHWMJF
12/11/2020 at 11:15:41 pm EST,Crewmate,Loss,3,No,Yes,-,10m 09s,No,0,-,---,NA / EHWMJF
12/11/2020 at 11:04:09 pm EST,Crewmate,Loss,1,No,No,-,04m 37s,Yes,0,-,N/A,NA / EHWMJF
12/11/2020 at 10:58:16 pm EST,Crewmate,Loss,4,No,No,-,06m 14s,No,0,-,---,NA / EHWMJF
12/11/2020 at 10:48:59 pm EST,Crewmate,Win,1,No,No,-,01m 26s,No,0,-,N/A,NA / OFYKKF
12/11/2020 at 10:46:37 pm EST,Crewmate,Win,2,No,No,-,02m 01s,No,1,-,N/A,NA / OFYKKF
12/11/2020 at 10:43:14 pm EST,Crewmate,Win,2,No,No,-,07m 45s,No,0,-,++,NA / OFYKKF
12/11/2020 at 10:33:22 pm EST,Imposter,Loss,-,-,-,3,08m 49s,Yes,N/A,-,-,NA / OFYKKF
12/11/2020 at 10:23:32 pm EST,Crewmate,Win,2,No,No,-,02m 41s,No,0,-,N/A,NA / OFYKKF
12/11/2020 at 10:19:52 pm EST,Imposter,Loss,-,-,-,3,09m 16s,Yes,N/A,-,-,NA / OFYKKF
