Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region/Game Code
01/06/2021 at 10:19:46 am EST,Crewmate,Loss,5,No,No,-,07m 22s,No,0,-,---,Europe / XEWROF
01/06/2021 at 10:11:51 am EST,Imposter,Win,-,-,-,2,05m 15s,No,N/A,-,+++,Europe / XEWROF
01/06/2021 at 10:05:13 am EST,Crewmate,Loss,6,Yes,Yes,-,13m 02s,No,1,09m 47s,--,Europe / XEWROF
01/06/2021 at 9:46:20 am EST,Crewmate,Win,6,Yes,No,-,16m 28s,No,0,12m 02s,++,Europe / XEWROF
01/06/2021 at 9:24:15 am EST,Crewmate,Win,6,Yes,Yes,-,17m 27s,No,0,11m 41s,++,Europe / XEWROF
01/06/2021 at 9:05:16 am EST,Crewmate,Win,6,Yes,Yes,-,13m 35s,No,0,04m 26s,++,Europe / XEWROF
01/06/2021 at 8:49:57 am EST,Crewmate,Loss,5,No,Yes,-,11m 48s,No,0,-,---,Europe / XEWROF
01/06/2021 at 8:34:52 am EST,Crewmate,Loss,4,No,No,-,10m 13s,No,0,-,---,Europe / XEWROF
01/06/2021 at 8:22:59 am EST,Crewmate,Win,5,No,No,-,05m 30s,No,1,-,++,Europe / XEWROF
01/06/2021 at 8:16:05 am EST,Crewmate,Win,6,Yes,Yes,-,11m 57s,No,1,08m 23s,++,Europe / XEWROF
12/15/2020 at 12:07:36 pm EST,Crewmate,Loss,7,Yes,Yes,-,06m 26s,No,0,05m 01s,--,Europe / RIZQCF
12/11/2020 at 1:13:49 pm EST,Crewmate,Loss,7,Yes,Yes,-,09m 30s,No,0,05m 40s,--,NA / JSICZF
12/11/2020 at 1:03:44 pm EST,Crewmate,Win,7,Yes,Yes,-,07m 56s,No,0,05m 57s,++,NA / JSICZF
12/11/2020 at 12:21:55 pm EST,Crewmate,Win,1,No,No,-,05m 06s,No,0,-,++,NA / NNNSXQ
12/11/2020 at 12:13:59 pm EST,Crewmate,Win,7,Yes,Yes,-,09m 06s,No,0,05m 21s,++,NA / NNNSXQ
12/11/2020 at 12:02:54 pm EST,Imposter,Win,-,-,-,0,14m 04s,No,N/A,-,+++,NA / NNNSXQ
12/11/2020 at 11:45:28 am EST,Imposter,Loss,-,-,-,3,05m 56s,No,N/A,-,-,NA / NNNSXQ
12/11/2020 at 11:38:14 am EST,Imposter,Loss,-,-,-,2,17m 30s,No,N/A,-,-,NA / NNNSXQ
12/11/2020 at 11:17:49 am EST,Crewmate,Win,7,Yes,No,-,06m 48s,No,2,04m 01s,++,NA / OHNBGF
12/11/2020 at 11:10:20 am EST,Crewmate,Win,6,No,No,-,07m 03s,No,0,-,++,NA / OHNBGF
12/11/2020 at 11:02:26 am EST,Crewmate,Loss,5,No,No,-,04m 44s,No,0,-,N/A,NA / OHNBGF
12/11/2020 at 10:56:33 am EST,Crewmate,Win,2,No,No,-,04m 19s,No,0,04m 15s,N/A,NA / OHNBGF
12/11/2020 at 10:51:03 am EST,Crewmate,Win,7,Yes,No,-,10m 00s,No,3,05m 29s,++,NA / OHNBGF
12/09/2020 at 1:31:09 pm EST,Crewmate,Win,7,Yes,No,-,21m 14s,No,0,16m 42s,++,Europe / RSOSIF
12/07/2020 at 4:20:56 am EST,Crewmate,Loss,6,No,No,-,15m 54s,No,0,-,---,NA / HUTXKF
12/06/2020 at 10:52:05 am EST,Crewmate,Loss,8,Yes,No,-,15m 48s,No,2,14m 13s,--,Europe / RHZBNF
12/06/2020 at 10:34:15 am EST,Crewmate,Win,8,Yes,Yes,-,16m 21s,No,0,10m 12s,++,Europe / RHZBNF
12/06/2020 at 10:13:13 am EST,Crewmate,Win,5,No,No,-,06m 28s,No,1,-,++,Europe / RHZBNF
12/06/2020 at 10:05:39 am EST,Crewmate,Win,8,Yes,No,-,18m 02s,No,1,09m 53s,++,Europe / RHZBNF
12/05/2020 at 12:08:12 pm EST,Imposter,Win,-,-,-,2,10m 14s,No,N/A,-,+++,Europe / PRAHIF
12/05/2020 at 11:56:29 am EST,Crewmate,Win,5,No,No,-,10m 46s,No,2,-,++,Europe / PRAHIF
12/05/2020 at 11:40:53 am EST,Imposter,Loss,-,-,-,1,15m 56s,No,N/A,-,--,Europe / PRAHIF
12/05/2020 at 11:15:53 am EST,Crewmate,Loss,7,Yes,Yes,-,10m 40s,No,2,10m 21s,--,Europe / PRAHIF
12/01/2020 at 1:55:14 pm EST,Crewmate,Loss,7,Yes,Yes,-,13m 28s,No,0,09m 40s,--,Europe / SADXGF
12/01/2020 at 1:37:14 pm EST,Crewmate,Win,7,Yes,No,-,12m 26s,No,0,12m 22s,++,Europe / SADXGF
12/01/2020 at 1:20:22 pm EST,Crewmate,Win,5,No,Yes,-,14m 43s,No,0,-,++,Europe / SADXGF
12/01/2020 at 1:05:04 pm EST,Crewmate,Win,4,No,No,-,15m 19s,No,1,-,++,Europe / SADXGF
12/01/2020 at 12:48:48 pm EST,Crewmate,Win,2,No,Yes,-,05m 46s,No,1,-,++,Europe / SADXGF
12/01/2020 at 12:40:57 pm EST,Crewmate,Loss,6,Yes,Yes,-,10m 06s,No,0,06m 13s,--,Europe / SADXGF
12/01/2020 at 12:11:33 pm EST,Crewmate,Win,4,No,Yes,-,08m 14s,No,0,-,++,Europe / ILCFDF
12/01/2020 at 11:55:55 am EST,Crewmate,Loss,5,No,No,-,11m 00s,Yes,2,-,---,Europe / QFVPXQ
12/01/2020 at 11:07:41 am EST,Imposter,Loss,-,-,-,2,14m 10s,No,N/A,-,-,NA / SNNGZF
12/01/2020 at 10:52:25 am EST,Crewmate,Win,7,Yes,No,-,14m 11s,No,1,14m 10s,++,NA / SNNGZF
11/26/2020 at 11:23:14 am EST,Crewmate,Win,7,Yes,No,-,19m 45s,No,1,15m 16s,++,Europe / NZWLXQ
